MUNICIPIO;NATUREZA DO FATO;ARMA UTILIZADA;SEXO;IDADE;DATA
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-03-26
SAO LUIS DO CURU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;36;2018-03-26
JAGUARETAMA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2018-03-26
BEBERIBE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2018-03-26
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2018-03-26
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2018-03-26
QUIXADA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;39;2018-03-27
MOMBACA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2018-03-27
MASSAPÊ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2018-03-27
QUIXADA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;48;2018-03-27
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;58;2018-03-27
AQUIRAZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2018-03-27
UMIRIM;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2018-03-27
MOMBACA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;51;2018-03-27
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;F;18;2018-03-27
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;F;18;2018-03-27
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;F;24;2018-03-27
CASCAVEL;HOMICIDIO DOLOSO;ARMA BRANCA;M;40;2018-03-28
SENADOR POMPEU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2018-03-28
MAURITI;ROUBO SEGUIDO DE MORTE (LATROCINIO);OUTROS;M;42;2018-03-28
BARREIRA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2018-03-28
QUIXERAMOBIM;HOMICIDIO DOLOSO;ARMA DE FOGO;M;51;2018-03-29
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2018-03-29
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2018-03-29
MARANGUAPE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2018-03-29
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2018-03-29
MISSAO VELHA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;63;2018-03-29
PINDORETAMA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2018-03-29
SOBRAL;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2018-03-29
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;41;2018-03-29
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;36;2018-03-29
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;15;2018-03-29
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2018-03-29
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2018-03-29
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2018-03-30
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2018-03-30
FORTALEZA;HOMICIDIO DOLOSO;ARMA BRANCA;M;;2018-03-30
ARACATI;HOMICIDIO DOLOSO;ARMA DE FOGO;M;43;2018-03-30
ARARIPE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2018-03-30
TRAIRI;HOMICIDIO DOLOSO;ARMA DE FOGO;M;33;2018-03-30
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2018-03-30
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;15;2018-03-30
AQUIRAZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;37;2018-03-30
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2018-03-30
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2018-03-30
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-03-30
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2018-03-30
FORTALEZA;HOMICIDIO DOLOSO;ARMA BRANCA;M;52;2018-03-30
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2018-03-31
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2018-03-31
CARIDADE;HOMICIDIO DOLOSO;OUTROS;M;21;2018-03-31
AMONTADA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2018-03-31
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2018-03-31
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2018-03-31
SANTA QUITERIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2018-03-31
SENADOR POMPEU;HOMICIDIO DOLOSO;ARMA BRANCA;M;32;2018-03-31
ICO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;59;2018-03-31
GUAIUBA;HOMICIDIO DOLOSO;ARMA BRANCA;M;20;2018-03-31
CAUCAIA;HOMICIDIO DOLOSO;ARMA BRANCA;M;34;2018-03-31
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;57;2018-03-31
PENTECOSTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2018-03-07
PENTECOSTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-03-07
PACATUBA;HOMICIDIO DOLOSO;OUTROS;M;;2018-03-24
SOBRAL;HOMICIDIO DOLOSO;OUTROS;M;17;2018-03-31
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;50;2018-06-01
GRACA;HOMICIDIO DOLOSO;ARMA BRANCA;M;31;2018-06-01
MARCO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2018-06-01
QUIXADA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;35;2018-06-01
CAPISTRANO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;36;2018-06-01
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2018-06-01
CRATO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2018-06-01
MISSAO VELHA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;44;2018-06-01
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2018-06-01
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;79;2018-06-01
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-06-01
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;23;2018-06-01
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2018-06-01
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2018-06-02
QUITERIANOPOLIS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2018-06-02
CARIDADE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2018-06-02
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;36;2018-06-02
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;40;2018-06-02
FORTALEZA;HOMICIDIO DOLOSO;OUTROS;F;35;2018-06-02
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;36;2018-06-02
NOVO ORIENTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;54;2018-06-02
FORTALEZA;HOMICIDIO DOLOSO;OUTROS;M;44;2018-06-02
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2018-06-02
IGUATU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;33;2018-06-02
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;32;2018-06-02
IGUATU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;36;2018-06-02
HORIZONTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2018-06-02
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;30;2018-06-02
FORTALEZA;HOMICIDIO DOLOSO;OUTROS;F;26;2018-06-03
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;39;2018-06-03
CATUNDA;HOMICIDIO DOLOSO;ARMA BRANCA;M;39;2018-06-03
BANABUIU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2018-06-03
FORTALEZA;HOMICIDIO DOLOSO;OUTROS;M;;2018-06-03
ITAITINGA;HOMICIDIO DOLOSO;OUTROS;M;36;2018-06-03
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2018-06-03
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;35;2018-06-03
CAMPOS SALES;HOMICIDIO DOLOSO;ARMA DE FOGO;M;39;2018-06-03
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;38;2018-06-03
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2018-06-03
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2018-06-03
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2018-06-03
INDEPENDÊNCIA;ROUBO SEGUIDO DE MORTE (LATROCINIO);ARMA BRANCA;F;30;2018-06-03
QUIXADA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;22;2018-06-03
PACATUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;35;2018-06-03
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2018-06-03
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2018-06-03
ARNEIROZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2018-06-04
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2018-06-04
IPAUMIRIM;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2018-06-04
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2018-06-04
FORTALEZA;HOMICIDIO DOLOSO;ARMA BRANCA;M;19;2018-06-04
RUSSAS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;56;2018-06-04
AQUIRAZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;53;2018-06-04
GUAIUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2018-06-04
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2018-06-04
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-06-04
PACATUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;36;2018-06-04
ACOPIARA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;65;2018-06-04
VICOSA DO CEARA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;52;2018-06-04
SAO LUIS DO CURU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;35;2018-06-04
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;33;2018-06-04
CAMOCIM;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2018-06-05
HORIZONTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2018-06-05
VICOSA DO CEARA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;46;2018-06-05
IGUATU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2018-06-05
ACOPIARA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-06-05
FRECHEIRINHA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2018-06-05
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2018-06-05
PACOTI;HOMICIDIO DOLOSO;ARMA BRANCA;M;;2018-06-06
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2018-06-06
VICOSA DO CEARA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2018-06-06
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-06-06
MULUNGU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;34;2018-06-06
NOVA RUSSAS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;15;2018-06-06
VICOSA DO CEARA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;57;2018-06-06
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;39;2018-06-06
SANTANA DO ACARAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2018-06-06
PACATUBA;HOMICIDIO DOLOSO;ARMA BRANCA;M;39;2018-06-06
PACOTI;HOMICIDIO DOLOSO;ARMA BRANCA;M;15;2018-06-06
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2018-06-07
GUAIUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2018-06-07
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;15;2018-06-07
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;33;2018-06-07
SAO BENEDITO;HOMICIDIO DOLOSO;OUTROS;M;64;2018-06-07
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2018-06-07
ITAPIPOCA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;47;2018-06-07
PALMACIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2018-06-07
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2018-06-07
CARIRIACU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;44;2018-06-07
ITAITINGA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2018-06-07
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2018-06-07
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;F;26;2018-06-07
ITAITINGA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;15;2018-06-07
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2018-06-08
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2018-06-08
ACARAPE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2018-06-08
CAUCAIA;HOMICIDIO DOLOSO;ARMA BRANCA;M;19;2018-06-08
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2018-06-08
TABULEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;37;2018-06-08
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-06-08
ITAREMA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;37;2018-06-08
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-06-08
COREAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2018-06-08
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2018-06-08
AQUIRAZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2018-06-08
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;51;2018-06-08
HORIZONTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;40;2018-06-09
REDENCAO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2018-06-09
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;38;2018-06-09
CHOROZINHO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2018-06-09
QUIXERE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2018-06-09
HORIZONTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2018-06-09
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2018-06-09
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2018-06-09
CRATO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2018-06-09
MAURITI;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2018-06-09
BARREIRA;HOMICIDIO DOLOSO;ARMA BRANCA;M;27;2018-06-09
BATURITE;HOMICIDIO DOLOSO;OUTROS;F;22;2018-06-10
ACOPIARA;HOMICIDIO DOLOSO;ARMA BRANCA;M;24;2018-06-10
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2018-06-10
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;45;2018-06-10
SOBRAL;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2018-06-10
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2018-06-10
QUIXADA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2018-06-10
ITAITINGA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2018-06-10
OCARA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2018-06-10
IGUATU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2018-06-10
CANINDE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;29;2018-06-10
TAUA;HOMICIDIO DOLOSO;ARMA BRANCA;M;35;2018-06-10
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;13;2018-06-10
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2018-06-10
ACARAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2018-06-10
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;33;2018-06-10
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;23;2018-06-10
CAUCAIA;HOMICIDIO DOLOSO;OUTROS;M;;2018-06-10
AQUIRAZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2018-06-10
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;33;2018-06-10
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;29;2018-06-10
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;43;2018-06-10
SAO GONCALO DO AMARANTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2018-06-11
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2018-06-11
SENADOR POMPEU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2018-06-11
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2018-06-11
MARANGUAPE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;37;2018-06-11
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2018-06-11
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2018-06-11
PINDORETAMA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2018-06-11
ITAITINGA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2018-06-12
PARAMBU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2018-06-12
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;59;2018-06-12
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;37;2018-06-12
QUIXERAMOBIM;HOMICIDIO DOLOSO;ARMA DE FOGO;M;37;2018-06-12
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2018-06-12
SANTANA DO ACARAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;37;2018-06-13
CAMOCIM;HOMICIDIO DOLOSO;ARMA DE FOGO;M;37;2018-06-13
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2018-06-13
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;14;2018-06-13
CASCAVEL;HOMICIDIO DOLOSO;OUTROS;M;20;2018-06-13
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2018-06-13
ITAPAJE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;35;2018-06-13
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;33;2018-06-13
SOBRAL;HOMICIDIO DOLOSO;NI;M;23;2018-06-13
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2018-06-13
FORTALEZA;HOMICIDIO DOLOSO;OUTROS;M;23;2018-06-13
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;37;2018-06-13
CHAVAL;HOMICIDIO DOLOSO;ARMA DE FOGO;M;40;2018-06-14
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2018-06-14
BATURITE;HOMICIDIO DOLOSO;ARMA BRANCA;M;20;2018-06-14
CARIUS;HOMICIDIO DOLOSO;ARMA BRANCA;F;;2018-06-14
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2018-06-14
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-06-14
IPU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2018-06-14
CAUCAIA;HOMICIDIO DOLOSO;ARMA BRANCA;M;39;2018-06-14
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;35;2018-06-14
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2018-06-14
ACARAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;34;2018-06-14
AQUIRAZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-06-14
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;29;2018-06-14
CAMPOS SALES;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2018-06-14
CAMOCIM;HOMICIDIO DOLOSO;ARMA BRANCA;M;20;2018-06-14
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;38;2018-06-14
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;41;2018-06-14
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2018-06-15
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2018-06-15
QUIXADA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2018-06-15
SANTANA DO ACARAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;38;2018-06-15
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;36;2018-06-15
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2018-06-15
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2018-06-15
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2018-06-15
MONSENHOR TABOSA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2018-06-15
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2018-06-15
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;56;2018-06-15
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2018-06-15
QUIXERAMOBIM;HOMICIDIO DOLOSO;ARMA BRANCA;M;52;2018-06-15
HORIZONTE;HOMICIDIO DOLOSO;ARMA DE FOGO;F;18;2018-06-15
CANINDE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2018-06-16
TABULEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2018-06-16
IPU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2018-06-16
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2018-06-16
FORTALEZA;HOMICIDIO DOLOSO;NI;F;37;2018-06-16
SABOEIRO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2018-06-16
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2018-06-16
SENADOR POMPEU;HOMICIDIO DOLOSO;NI;M;19;2018-06-16
FORTIM;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2018-06-16
ITAITINGA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-06-16
ITAITINGA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-06-16
IBICUITINGA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;38;2018-06-16
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-06-16
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2018-06-16
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;49;2018-06-16
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2018-06-16
FORTALEZA;HOMICIDIO DOLOSO;NI;F;12;2018-06-16
HORIZONTE;HOMICIDIO DOLOSO;OUTROS;M;22;2018-06-16
CRATO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2018-06-16
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2018-06-16
PACATUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2018-06-16
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;18;2018-06-16
PEDRA BRANCA;HOMICIDIO DOLOSO;OUTROS;F;27;2018-06-17
CANINDE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2018-06-17
BOA VIAGEM;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2018-06-17
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2018-06-17
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2018-06-17
CAUCAIA;HOMICIDIO DOLOSO;ARMA BRANCA;M;;2018-06-17
TAUA;FEMINICIDIO;OUTROS;F;91;2018-06-17
FORTALEZA;HOMICIDIO DOLOSO;OUTROS;M;52;2018-06-17
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-06-17
BARREIRA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;35;2018-06-17
RUSSAS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2018-06-17
SABOEIRO;HOMICIDIO DOLOSO;ARMA BRANCA;M;25;2018-06-17
JIJOCA DE JERICOACOARA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-06-17
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;OUTROS;M;25;2018-06-18
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2018-06-18
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2018-06-18
FORTALEZA;HOMICIDIO DOLOSO;ARMA BRANCA;M;22;2018-06-18
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2018-06-18
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2018-06-18
SENADOR POMPEU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-06-18
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2018-06-18
CANINDE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2018-06-18
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2018-06-18
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2018-06-18
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2018-06-18
UBAJARA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;47;2018-06-18
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;35;2018-06-18
ARATUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;56;2018-06-18
